link,visited,liked,commented,notes
https://lnkd.in/p/eCFvUTXQ,,,,
https://www.linkedin.com/posts/sultan-alaqili_kaustabracademy-oxforduniversity-ladymargarethall-activity-7500480759615406080-JevE?utm_medium=ios_app&rcm=ACoAAEJbEBcBHIgu0oGY-LnBAoEkVR4JL5-GrfY&utm_source=social_share_send&utm_campaign=copy_link,,,,
https://lnkd.in/p/eG_hHkdj,,,,
https://lnkd.in/p/dr7vtz9b,,,,
https://lnkd.in/p/dQW8HWBa,,,,
https://www.linkedin.com/posts/faris-aljohani-ai_closing-an-incredible-journey-at-the-university-ugcPost-7500626273992462336-hsAz/?utm_source=share&utm_medium=member_ios&rcm=ACoAAFIDu28BqfEjTqMCbQHc1iuxI1h2KepVlHQ,,,,
https://www.linkedin.com/in/nawafalk,,,,
https://www.linkedin.com/in/khalid-alshehri-a41914311?utm_source=share_via&utm_content=profile&utm_medium=member_ios,,,,
https://www.linkedin.com/in/abdulqader-alfowzan?utm_source=share_via&utm_content=profile&utm_medium=member_android,,,,
https://www.linkedin.com/posts/yousef-alogiely-29389b283_a-memorable-chapter-comes-to-an-end-ugcPost-7501295940486512641-uxpj/?utm_source=share&utm_medium=member_ios&rcm=ACoAAEUCNM8BpahS1wzY0Ql1lZuhcehjgTd5xWo,,,,
https://www.linkedin.com/posts/faris-alshehri-65a79a319_the-last-two-days-were-something-special-ugcPost-7501597702539972608-8MKk?utm_source=social_share_send&utm_medium=android_app&rcm=ACoAAFC9hCYBssT8flDvtEsJHe0O8KGA_4yQF6Q&utm_campaign=whatsapp,,,,
https://lnkd.in/p/dgqk8nzs,,,,
https://lnkd.in/p/dyXNUJyP,,,,
https://www.linkedin.com/posts/mona-yassine_%D8%A7%D9%84%D8%AD%D9%85%D8%AF-%D9%84%D9%84%D9%87-yesterday-marked-the-bittersweet-activity-7501728566699655168-V0ne?utm_source=share&utm_medium=member_ios&rcm=ACoAAEB2ar4BMiqlrB15yrTOCdVKY_pu6PMTxLA,,,,
https://lnkd.in/p/dXfGN-a9,,,,
https://www.linkedin.com/posts/fatimah-al-hashem-24ab7230a_during-this-summer-i-have-completed-my-internship-activity-7501925364722663424-TGQJ?utm_medium=ios_app&rcm=ACoAAE7WqdoBmhaWG_NH0HEQ4T8y2qSJrnluEjE&utm_source=social_share_send&utm_campaign=copy_link,,,,
https://lnkd.in/p/dMNGcz3B,,,,
https://lnkd.in/p/dtWATC3T,,,,
https://lnkd.in/p/dgkyyFrG,,,,
https://lnkd.in/p/dQVG72Pp,,,,
https://lnkd.in/p/dE2EjabX,,,,
https://lnkd.in/p/dzjEhxMn,,,,
https://lnkd.in/p/dbSmkHsB,,,,
https://lnkd.in/p/dGwDj2VH,,,,
https://lnkd.in/p/eC-jKuEm,,,,
https://www.linkedin.com/posts/anas-obayd-774573320_kaust-kaustacademy-ai-ugcPost-7502005796558520320-4SEh?utm_source=social_share_send&utm_medium=android_app&rcm=ACoAAFE9y4gBZnLytcPZgc7Q7lsbaUNzodUkRiM&utm_campaign=whatsapp,,,,
https://lnkd.in/p/dZEk-h5t,,,,
